ArtikelId,Artikelnummer,Lieferantenreferenznummer,Artikelbezeichnung,ProduktlinieId,Produktline,ProduktbereichId,Produktbereich,ProduktgruppeId,Produktgruppe,ArtikelgruppeId,Artikelgruppe,MarkeId,Marke,ProduktfamilieId,Produktfamilie,MengeneinheitId,Mengeneinheit,Bestand,KollektionsstatusId,Kollektionsstatus,VerkaufspreisBrutto,ZiffernblattfarbeId,Ziffernblattfarbe,ZiffernblattausfuehrungId,Ziffernblattausfuehrung,ZiffernblattbesatzId,Ziffernblattbesatz,ZiffernblattartId,Ziffernblattart,LuenetteId,Luenette,Ringgroesse,Laenge,Durchmesser,WasserdichteId,Wasserdichte,Limitationsnummer,LimitationVon,WerkartId,Werkart,BandartId,Bandart,BandmaterialId,Bandmaterial,SchliesseId,Schliesse,GlasartId,Glasart,OberflaecheId,Oberflaeche,Selektionskennzeichen,Anlagedatum,Lieferantenbarcode,Notiz,Standardbild,IstReserviert,BoxtypId,Boxtyp,Werknummer,Gehaeusenummer,Hoehe,Breite,Tiefe,KaliberId,Kaliber,BandfarbeId,Bandfarbe,LieferantName1,"LieferantName2 ",Anzahl,PerlartId,Perlart,PerlgroesseId,Perlgroesse,PerlfarbeId,"Perlfarbe ",SteinartId,Steinart,SchliffformId,Schliffform,SteinfarbeId,Steinfarbe,ReinheitId,Reinheit,"CtGewicht ",FeingehaltId,Feingehalt,MaterialId,Material,FarbeId,Farbe,"Gesamtgewicht ",IdentifikationsfeldId,Identifikationsfeld,IdentifikationswertId,"Identifikationswert ","BildName "
13063,113058,7871-2025,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"1999,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:29:49",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.<br/>",13063-963.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13056,"Perfect Match - Die Schmuckmanufaktur",13063-963.jpg
13064,113059,7871-2050,"Damenring in 750/- Weißgold mit 1 Brillanten 0,58 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"3899,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:31:28",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,58 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13064-964.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5800",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13060,"Perfect Match - Die Schmuckmanufaktur",13064-964.jpg
13065,113060,7871-1125,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2049,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:32:22",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13065-965.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13064,"Perfect Match - Die Schmuckmanufaktur",13065-965.jpg
13066,113061,7871-1150,"Damenring in 750/- Bicolour mit Brillanten 0,50 ct.  TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"3799,00",,,,,,,,,,,56,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:34:53",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Damenring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13066-966.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13624,"Perfect Match - Die Schmuckmanufaktur",13066-966.jpg
13067,113062,7870-2625,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"1999,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,11,"Matt / Poliert",,"07.02.2020 13:37:32",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13067-961.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13068,"Perfect Match - Die Schmuckmanufaktur",13067-961.jpg
13068,113063,7870-2650,"Damenring in 750/- Bicolour mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"3799,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,11,"Matt / Poliert",,"07.02.2020 13:39:57",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13068-962.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13072,"Perfect Match - Die Schmuckmanufaktur",13068-962.jpg
13069,113064,7870-1625,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"1999,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,11,"Matt / Poliert",,"07.02.2020 13:40:54",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13069-959.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13076,"Perfect Match - Die Schmuckmanufaktur",13069-959.jpg
13070,113065,7870-1650,"Damenring in 750/- Bicolour mit Brillanten 0,53 ct.  TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"3699,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"Matt / Poliert",,"07.02.2020 13:42:43",,"Damenring in 750/- Bicolour mit 1 Brillanten 0,53 ct. TW/si von Perfect Match. Der klassische Damenring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13070-960.jpg,False,,,,,,,,5,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5300",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13628,"Perfect Match - Die Schmuckmanufaktur",13070-960.jpg
13071,113066,7873-2003,"Damenring in 750/- Weißgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,2,,,"3399,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:44:18",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13071-1059.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13080,"Perfect Match - Die Schmuckmanufaktur",13071-1059.jpg
13072,113067,7873-1003,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2999,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:45:26",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13072-290.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13084,"Perfect Match - Die Schmuckmanufaktur",13072-290.jpg
13073,113068,7705-2015,"Damenring in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"899,00",,,,,,,,,,,52,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:46:30",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Verlobungsring in einer Spannfassung von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13073-592.jpg,False,,,,,,,,4,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13088,"Perfect Match - Die Schmuckmanufaktur",13073-592.jpg
13074,113069,7705-1025,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"1199,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:47:57",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13074-634.jpg,False,,,,,,,,4,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13156,"Perfect Match - Die Schmuckmanufaktur",13074-634.jpg
13075,113070,7860-1015,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,1,,,"949,00",,,,,,,,,,,52,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:49:08",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13075-956.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13160,"Perfect Match - Die Schmuckmanufaktur",13075-956.jpg
13077,113072,7495-2015,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"949,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:51:17",,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13077-731.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13188,"Perfect Match - Die Schmuckmanufaktur",13077-731.jpg
13078,113073,7495-1025,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"1199,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:53:47",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13078-650.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13192,"Perfect Match - Die Schmuckmanufaktur",13078-650.jpg
13079,113074,7495-2050,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"2699,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,,,,"07.02.2020 13:57:49",,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13079-729.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13196,"Perfect Match - Die Schmuckmanufaktur",13079-729.jpg
13080,113075,7495-2100,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 1,00 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,1,,,"11499,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 13:59:01",,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 1,00 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13080-648.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","1,0000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13200,"Perfect Match - Die Schmuckmanufaktur",13080-648.jpg
13081,113076,"SR 576 Pt","Damenring ""Kettenring"" in 950/- Platin",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"8680,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 14:05:01",,"Damenring ""Kettenring"" in 950/- Platin mit 124 Brillanten 0,62 ct. TW/vsi.",13081-833.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,124,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,6200",16,950/ooo,30,Platin,,,,8,"Webshop-Kategorie 1",14360,Schmuckwerk,13081-833.jpg
13082,113077,"EH 205 RG","Anhänger ""Endlos"" in 750/- Roségold",6,Schmuck,37,Diamant,45,Halsschmuck,68,Anhänger,,,,,,,0,,,"1890,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 14:07:30",,"Anhänger ""Endlos"" in 750/- Roségold mit 23 Brillanten in 011, ct TW/si. Ein endloses Band von Diamanten zieht sich um eine rundliche Form.",13082-130.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,23,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1100",11,750/ooo,25,Gold,12,rosé,,8,"Webshop-Kategorie 1",14356,Schmuckwerk,13082-130.jpg
13083,113078,"EH 505 RG","Anhänger ""Endlos"" in 750/- Roségold",6,Schmuck,37,Diamant,45,Halsschmuck,68,Anhänger,,,,,,,0,,,"8600,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 14:12:46",,"Anhänger ""Endlos"" in 750/- Roségold mit 56 Brillanten 0,80 ct. TW/vs. Ein endloses Band von Diamanten zieht sich um eine rundliche Form.",13083-832.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,56,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,8200",11,750/ooo,25,Gold,11,Rot,,8,"Webshop-Kategorie 1",14352,Schmuckwerk,13083-832.jpg
13084,113079,"GT 275 WG","Damenring ""Alpenring"" 750/- Weißgold",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"4490,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 16:03:24",,"Damenring ""Cliff"" aus der Kollektion ""Alpenring"" aus 750/- Weißgold mit 24 Brillanten 0,16 ct. TW/vs. Der Ring aus 750er Weißgold wurde von dem Bergmassiv inspiriert. Geziert werden die Felsspalten von 24 Diamanten, die den einzigartigen Fingerschmuck elegant funkeln lassen.",13084-132.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,24,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,1600",11,750/ooo,25,Gold,10,Weiß,,8,"Webshop-Kategorie 1",14348,Schmuckwerk,13084-132.jpg
13085,113080,"GT 605 WG","Damenring ""Vorsteckring"" 750/- Weißgold",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2150,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 16:06:34",,"Ein Damenring ""Vorsteckring"" aus 750/- Weißgold mit 54 Brillanten 0,28 ct. TW/vsi.",13085-133.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,54,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,2800",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",14344,Schmuckwerk,13085-133.jpg
13086,113081,"GT 424 WG","Damenring ""Alpenring"" 750/- Weißgold ",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2530,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mattiert,,"07.02.2020 16:13:57",,"Damenring ""Alpenring"" aus 750/- Weißgold mit 1 Brillanten 0,20 ct. TW/vsi",13086-134.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",13,"vsi-sehr kleine Einschlüsse","0,2000",11,750/ooo,25,Gold,10,Weiß,,8,"Webshop-Kategorie 1",14340,Schmuckwerk,13086-134.jpg
13093,113088,72506/45,"Halsschmuck Rundpanzer in 585/- Gelbgold ",6,Schmuck,42,Gold,45,Halsschmuck,103,"Collier Gleichlauf",,,,,,,0,,,"1399,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 17:25:20",,"Halsschmuck Rundpanzer in 585/- Gelbgold.",13093-682.jpg,False,,,,,,,,,,,,"Girelli GmbH",,,,,,,,,,,,,,,,,,10,585/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",14220,"Perfect Match - Die Schmuckmanufaktur ",13093-682.jpg
13095,113090,75522/19,"Armband ""Diamantiert"" in 585/- Weißgold",6,Schmuck,42,Gold,40,Armschmuck,75,Armband,,,,,,,1,,,"369,00",,,,,,,,,,,,45cm,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 17:27:39",,"Armband ""Diamantiert"" in 585/- Weißgold - 45cm",13095-681.jpg,False,,,,,,,,,,,,"Girelli GmbH",,,,,,,,,,,,,,,,,,10,585/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",14216,"Perfect Match - Die Schmuckmanufaktur",13095-681.jpg
13102,113097,77548/45,"Goldkette ""Navette"" in 585/- Gelbgold",6,Schmuck,42,Gold,45,Halsschmuck,103,"Collier Gleichlauf",,,,,,,2,,,"1479,00",,,,,,,,,,,,45cm,,,,,,,,,,,,,,,,11,"Matt / Poliert",,"07.02.2020 17:35:23",,"Goldkette ""Navette"" in 585/- Gelbgold - 45cm",13102-680.jpg,False,,,,,,,,,,,,"Girelli GmbH",,,,,,,,,,,,,,,,,,10,585/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",14212,"Perfect Match - Die Schmuckmanufaktur",13102-680.jpg
13106,113101,71542,"Halsschmuck Rundanker in 585/- Gelbgold",6,Schmuck,42,Gold,45,Halsschmuck,103,"Collier Gleichlauf",,,,,,,0,,,"1399,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"07.02.2020 17:39:14",,"Halsschmuck Rundanker in 585/- Gelbgold.",13106-679.jpg,False,,,,,,,,,,,,"Girelli GmbH",,,,,,,,,,,,,,,,,,10,585/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",14208,"Perfect Match - Die Schmuckmanufaktur",13106-679.jpg
13135,113130,"NO 213 ST","Ohrstecker ""Nugget"" -  999/- Feingold und Edelstahl",6,Schmuck,42,Gold,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"690,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mattiert,,"09.05.2020 10:51:31",,"Ohrstecker ""Nugget"" aus 999/- Feingold und Edelstahl. Die verwendeten Nuggets sind Naturprodukte. Sie werden unverändert verarbeitet und variieren daher in Aussehen, Größe und Gewicht. Eine Abbildung gibt daher nie exakt das Nugget wieder, welches mit dem bestellten Schmuckstück ausgeliefert wird.",13135-172.jpg,False,,,,,,,,,,,,"Markus Schmidt GmbH",,,,,,,,,,,,,,,,,,18,999/ooo,25,Gold,9,Gelb,,8,"Webshop-Kategorie 1",14336,Schmuckwerk,13135-172.jpg
13139,113134,mem1,"Memoire Ring in 585/- Weißgold von Perfect Match - Erweiterbar",6,Schmuck,42,Gold,46,Handschmuck,119,Damenring,,,,,,,0,,,"1150,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"15.05.2020 15:33:51",,"Memoire Ring in 585/- Weißgold mit 1 Diamanten 0,005ct. TW/sivon Perfect Match - Erweiterbar",13139-631.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,0050",10,585/ooo,25,Gold,10,Weiß,,8,"Webshop-Kategorie 1",14204,"Perfect Match - Die Schmuckmanufaktur",13139-631.jpg
13140,113135,mem2,"Memoire Ring in 585/- Gelbgold von Perfect Match - Erweiterbar",6,Schmuck,42,Gold,46,Handschmuck,119,Damenring,,,,,,,1,,,"949,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"15.05.2020 15:45:09",,"Memoire Ring in 585/- Gelbgold mit 1 Diamanten 0,005 ct. TW/si von Perfect Match - Erweiterbar",13140-627.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,0050",10,585/ooo,25,Gold,9,Gelb,,8,"Webshop-Kategorie 1",14200,"Perfect Match - Die Schmuckmanufaktur",13140-627.jpg
13141,113136,mem3,"Memoire Ring in 585/- Weißgold von Perfect Match - Erweiterbar",6,Schmuck,42,Gold,46,Handschmuck,119,Damenring,,,,,,,1,,,"1379,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"15.05.2020 15:48:40",,"Memoire Ring in 585/- Weißgold mit 5 Diamanten 0,025 ct. TW/si von Perfect Match - Erweiterbar.",13141-625.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",3,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,0050",10,585/ooo,25,Gold,10,Weiß,,8,"Webshop-Kategorie 1",14196,"Perfect Match - Die Schmuckmanufaktur",13141-625.jpg
13142,113137,mem4,"Memoire Ring in 585/- Gelbgold von Perfect Match - Erweiterbar",6,Schmuck,42,Gold,46,Handschmuck,119,Damenring,,,,,,,0,,,"1499,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"15.05.2020 15:50:57",,"Memoire Ring in 585/- Gelbgold mit 5 Diamanten 0,025ct. TW/si von Perfect Match - Erweiterbar. ",13142-629.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",5,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,0250",10,585/ooo,25,Gold,9,Gelb,,8,"Webshop-Kategorie 1",14192,"Perfect Match - Die Schmuckmanufaktur",13142-629.jpg
13151,113146,,"Trauringe Tantal - Rosegold 585/- ",7,Trauringe,64,"Trauringe Steinlos",56,"mehrfarbige Trauringe",282,Divers,14,"Perfect Match",,,,,0,1,Neuheit,"1999,00",,,,,,,,,,,"55 /65",,,,,,,,,,,,,,,,,5,Mattiert,,"23.06.2020 17:12:22",,"Trauringe Tantal - Rosegold 585/- . ",13151-936.jpg,False,,,,,"24,00",,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,10,585/ooo,25,Gold,11,Rot,"2,3000",8,"Webshop-Kategorie 1",14672,Trauringe,13151-936.jpg
