ArtikelId,Artikelnummer,Lieferantenreferenznummer,Artikelbezeichnung,ProduktlinieId,Produktline,ProduktbereichId,Produktbereich,ProduktgruppeId,Produktgruppe,ArtikelgruppeId,Artikelgruppe,MarkeId,Marke,ProduktfamilieId,Produktfamilie,MengeneinheitId,Mengeneinheit,Bestand,KollektionsstatusId,Kollektionsstatus,VerkaufspreisBrutto,ZiffernblattfarbeId,Ziffernblattfarbe,ZiffernblattausfuehrungId,Ziffernblattausfuehrung,ZiffernblattbesatzId,Ziffernblattbesatz,ZiffernblattartId,Ziffernblattart,LuenetteId,Luenette,Ringgroesse,Laenge,Durchmesser,WasserdichteId,Wasserdichte,Limitationsnummer,LimitationVon,WerkartId,Werkart,BandartId,Bandart,BandmaterialId,Bandmaterial,SchliesseId,Schliesse,GlasartId,Glasart,OberflaecheId,Oberflaeche,Selektionskennzeichen,Anlagedatum,Lieferantenbarcode,Notiz,Standardbild,IstReserviert,BoxtypId,Boxtyp,Werknummer,Gehaeusenummer,Hoehe,Breite,Tiefe,KaliberId,Kaliber,BandfarbeId,Bandfarbe,LieferantName1,"LieferantName2 ",Anzahl,PerlartId,Perlart,PerlgroesseId,Perlgroesse,PerlfarbeId,"Perlfarbe ",SteinartId,Steinart,SchliffformId,Schliffform,SteinfarbeId,Steinfarbe,ReinheitId,Reinheit,"CtGewicht ",FeingehaltId,Feingehalt,MaterialId,Material,FarbeId,Farbe,"Gesamtgewicht ",IdentifikationsfeldId,Identifikationsfeld,IdentifikationswertId,"Identifikationswert ","BildName "
13274,113269,FM/F1-100,"Damenring in 750/- Gelbgold mit 1 Brillanten 1,00 ct. TW/vvsi von Forevermark",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"23779,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"21.12.2020 15:06:54",,"Damenring in 750/- Gelbgold mit 1 Brillanten 1,00 ct. TW/vvsi von Forevermark. Der klassische Damenring von Forevermark zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13274-488.jpg,False,,,,,,,,3,,,,"Heinz Mayer OHG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",14,"vvsi-Sehr,sehr kleine Einschlüsse","1,0200",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13504,Forevermark,13274-488.jpg
13296,113291,8015-2001,"„Flex“ Armband in 750/- Roségold mit 82 Brillanten 2,15 ct. TW/si von Silhouette Schmuck",6,Schmuck,37,Diamant,40,Armschmuck,75,Armband,,,,,,,0,,,"9230,00",,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,6,Poliert,,"22.12.2020 11:42:24",,"Das zarte „Flex“ Armband von Silhouette Schmuck in 750/- Roségold mit 82 Brillanten 2,15 ct. TW/si garantiert ein maximalen Tragekomfort. Lästiges Schließen war gestern, heute trägt man TENNIS-FLEX und streift das Armband einfach über das Handgelenk.<br/>",13296-498.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,82,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","2,1500",11,750/ooo,25,Gold,12,rosé,,8,"Webshop-Kategorie 1",13640,"Silhouette Schmuck",13296-498.jpg
13308,113303,7841-1010,"Damenring in 750/- Weißgold mit 1 Brillanten 0,10 ct.  TW/si von Silhouette Schmuck ",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"599,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 11:22:45",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,10 ct.  TW/si von Perfect Match. Der Klassische Verlobungsring von Perfect Match zieht mit seinem traumhaftem Funkeln alle Blicke auf sich. ",13308-755.jpg,False,,,,,,,,2,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13688,"Perfect Match - Die Schmuckmanufaktur",13308-755.jpg
13315,113310,6439-1015,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"999,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:31:31",,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13315-741.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13716,"Perfect Match - Die Schmuckmanufaktur",13315-741.jpg
13317,113312,6440-2025,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"1299,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:40:43",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13317-743.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13724,"Perfect Match - Die Schmuckmanufaktur",13317-743.jpg
13318,113313,6440-2025,"Halsschmuck in 750/- Roségold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"1299,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:41:56",,"Halsschmuck in 750/- Roségold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13318-787.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,12,rosé,"0,0000",8,"Webshop-Kategorie 1",13728,"Perfect Match - Die Schmuckmanufaktur",13318-787.jpg
13319,113314,6441-2050,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"3299,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:43:24",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13319-745.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13732,"Perfect Match - Die Schmuckmanufaktur",13319-745.jpg
13320,113315,6441-2050,"Halsschmuck in 750/- Roségold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"3299,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:44:38",,"Halsschmuck in 750/- Roségold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13320-789.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,12,rosé,"0,0000",8,"Webshop-Kategorie 1",13736,"Perfect Match - Die Schmuckmanufaktur",13320-789.jpg
13323,113318,7380-1030,"Ohrschmuck in 750/- Weißgold mit 2 Brillanten 0,30 ct. W/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"999,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 12:56:06",,"Ohrschmuck in 750/- Weißgold mit 2 Brillanten 0,30 ct. W/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13323-711.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13748,"Perfect Match - Die Schmuckmanufaktur",13323-711.jpg
13327,113322,7782-2100,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 1,00 ct. W/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"4499,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 13:10:56",,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 1,00 ct. W/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13327-749.jpg,False,,,,,,,,2,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13764,"Perfect Match - Die Schmuckmanufaktur",13327-749.jpg
13329,113324,7799-2020,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 0,20 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"779,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 13:16:42",,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 0,20 ct. TW/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13329-717.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,1000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13772,"Perfect Match - Die Schmuckmanufaktur",13329-717.jpg
13331,113326,7799-1030,"Ohrschmuck in 750/- Weißgold mit 2 Brillanten 0,30 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"999,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 13:19:43",,"Ohrschmuck in 750/- Weißgold mit 2 Brillanten 0,30 ct. TW/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13331-715.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13780,"Perfect Match - Die Schmuckmanufaktur",13331-715.jpg
13333,113328,7799-2050,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"1599,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"23.12.2020 13:22:21",,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13333-719.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13788,"Perfect Match - Die Schmuckmanufaktur",13333-719.jpg
13336,113331,ckpm4,"Halsschmuck 4-Reihig in 750/- Gelbgold ",6,Schmuck,42,Gold,45,Halsschmuck,106,Collierkettchen,,,,,,,2,,,"1599,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"30.12.2020 10:12:43",,"Halsschmuck 4-Reihig in 750/- Gelbgold.",13336-678.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,11,750/ooo,25,Gold,9,Gelb,,8,"Webshop-Kategorie 1",13800,"Perfect Match - Die Schmuckmanufaktur",13336-678.jpg
13337,113332,ckpm1,"Halsschmuck Flachpanzer in 750/- Gelbgold",6,Schmuck,42,Gold,45,Halsschmuck,106,Collierkettchen,,,,,,,1,,,"399,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"30.12.2020 10:14:34",,"Halsschmuck Flachpanzer in 750/- Gelbgold",13337-677.jpg,False,,,,,,,,,,,,"Perfect Match","LP-Meistermanufaktur GmbH Menden",,,,,,,,,,,,,,,,,11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13804,"Perfect Match - Die Schmuckmanufaktur",13337-677.jpg
13340,113335,7799-2100,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 1,00 ct. W/si von Perfect Match",6,Schmuck,37,Diamant,54,"Kopf- und Ohrschmuck",266,"Stecker klein",,,,,,,0,,,"4699,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 13:13:00",,"Ohrschmuck in 750/- Gelbgold mit 2 Brillanten 1,00 ct. W/si von Perfect Match. Der klassische Ohrschmuck von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13340-721.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,2,,,,,,,54,Diamant,15,Brillant,23,Wesselton(H),12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13816,"Perfect Match - Die Schmuckmanufaktur",13340-721.jpg
13355,113350,7692-2015,"Damenring in 750/- Gelbgold mit Brillanten 0,15 ct.  TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"949,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 15:12:14",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Damenring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13355-783.jpg,False,,,,,,,,2,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13876,"Perfect Match - Die Schmuckmanufaktur",13355-783.jpg
13359,113354,7692-2050,"Damenring in 750/- Gelbgold mit Brillanten 0,50 ct.  TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"3189,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 15:39:57",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Damenring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13359-785.jpg,False,,,,,,,,2,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13892,"Perfect Match - Die Schmuckmanufaktur",13359-785.jpg
13361,113356,7566-1025,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match ",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"1199,00",,,,,,,,,,,52,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 15:47:37",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich. ",13361-769.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13900,"Perfect Match - Die Schmuckmanufaktur",13361-769.jpg
13363,113358,7566-2050,"Verlobungsring in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"2799,00",,,,,,,,,,,54,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 15:52:18",,"Verlobungsring in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich. ",13363-974.jpg,False,,,,,,,,1,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13908,"Perfect Match - Die Schmuckmanufaktur",13363-974.jpg
13375,113370,7705-2015,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"899,00",,,,,,,,,,,52,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 16:52:33",,"Damenring in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Verlobungsring in einer Spannfassung von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13375-773.jpg,False,,,,,,,,4,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13956,"Perfect Match - Die Schmuckmanufaktur",13375-773.jpg
13377,113372,7705-1025,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"1199,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:06:06",,"Damenring in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13377-775.jpg,False,,,,,,,,4,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13964,"Perfect Match - Die Schmuckmanufaktur",13377-775.jpg
13380,113375,7860-3015,"Damenring in 750/- Roségold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"949,00",,,,,,,,,,,52,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:13:14",,"Damenring in 750/- Roségold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Verlobungsring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13380-779.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,12,rosé,"0,0000",8,"Webshop-Kategorie 1",13976,"Perfect Match - Die Schmuckmanufaktur",13380-779.jpg
13382,113377,7860-3025,"Damenring in 750/- Roségold mit Brillanten 0,25 ct.  TW/si von Perfect Match",6,Schmuck,37,Diamant,46,Handschmuck,119,Damenring,,,,,,,0,,,"1299,00",,,,,,,,,,,53,,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:18:58",,"Damenring in 750/- Roségold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Damenring von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13382-781.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,12,rosé,"0,0000",8,"Webshop-Kategorie 1",13984,"Perfect Match - Die Schmuckmanufaktur",13382-781.jpg
13383,113378,7495-2015,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"949,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:22:46",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,15 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13383-735.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,1500",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",13988,"Perfect Match - Die Schmuckmanufaktur",13383-735.jpg
13385,113380,7495-1025,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"1199,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:32:41",,"Halsschmuck in 750/- Weißgold mit 1 Brillanten 0,25 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13385-733.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,2500",11,750/ooo,25,Gold,10,Weiß,"0,0000",8,"Webshop-Kategorie 1",13996,"Perfect Match - Die Schmuckmanufaktur",13385-733.jpg
13387,113382,7495-2050,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"2699,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,,,,"04.01.2021 17:39:11",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 0,50 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13387-737.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","0,5000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",14004,"Perfect Match - Die Schmuckmanufaktur",13387-737.jpg
13389,113384,7495-2100,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 1,00 ct. TW/si von Perfect Match",6,Schmuck,37,Diamant,45,Halsschmuck,247,Shorty-Collier,,,,,,,0,,,"11499,00",,,,,,,,,,,,42cm,,,,,,,,,,,,,,,,6,Poliert,,"04.01.2021 17:43:24",,"Halsschmuck in 750/- Gelbgold mit 1 Brillanten 1,00 ct. TW/si von Perfect Match. Der klassische Anhänger von Perfect Match zieht mit seinem traumhaften Funkeln alle Blicke auf sich.",13389-739.jpg,False,,,,,,,,3,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,1,,,,,,,54,Diamant,15,Brillant,21,"Top Wesselton(G)",12,"si-kleine Einschlüsse","1,0000",11,750/ooo,25,Gold,9,Gelb,"0,0000",8,"Webshop-Kategorie 1",14012,"Perfect Match - Die Schmuckmanufaktur",13389-739.jpg
13400,113395,8056-20SR,"""Flex"" Armband in 750/- Weißgold mit Saphire",6,Schmuck,38,Farbstein,40,Armschmuck,75,Armband,,,,,,,0,,,"8850,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"01.02.2021 10:55:55",,"""Flex"" Armband in 750/- Weißgold mit 51 Saphire ca. 8,00 ct. farblich sortiert und angeordnet in Regenbogenfarben. Lästiges Schließen war gestern, heute trägt man TENNIS-FLEX und streift das Armband einfach über das Handgelenk.",13400-858.jpg,False,,,,,,,,,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,51,,,,,,,78,Saphir,,,,,,,"8,0000",11,750/ooo,25,Gold,10,Weiß,,8,"Webshop-Kategorie 1",14484,"Silhouette Schmuck",13400-858.jpg
13401,113396,8054-30S3,"""Flex"" Damenring in 750/- Roségold mit Saphire",6,Schmuck,38,Farbstein,40,Armschmuck,75,Armband,,,,,,,0,,,"3600,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"01.02.2021 11:03:08",,"Damenring ""Flex"" in 750/- Roségold mit 16 Saphire 4,90ct. Mit unserer innovativen TENNIS-FLEX Kollektion erhalten Sie maximalen Tragekomfort. Durch die elastischen Federn im Innern können sich die Ringe bis zu sechs Größen weiten – High-End-Tragekomfort für Ihre Finger.",13401-860.jpg,False,,,,,,,,,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,16,,,,,,,78,Saphir,,,,,,,"4,9000",11,750/ooo,25,Gold,12,rosé,,8,"Webshop-Kategorie 1",14488,"Silhouette Schmuck",13401-860.jpg
13402,113397,7895-30S3,"""Flex"" Anhänger in 750/- Roségold mit Saphire",6,Schmuck,38,Farbstein,45,Halsschmuck,68,Anhänger,,,,,,,0,,,"3440,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Poliert,,"01.02.2021 11:08:01",,"Anhänger ""Flex"" in 750/- Roségold mit buntem Saphire 3,20ct. ",13402-862.jpg,False,,,,,,,,,,,,"Silhouette Schmuck Bentner GmbH & Co KG",,,,,,,,,78,Saphir,,,,,,,"3,2000",11,750/ooo,25,Gold,12,rosé,,8,"Webshop-Kategorie 1",14492,"Silhouette Schmuck",13402-862.jpg
